"Participant","ParticipantGender","ParticipantAge","InterviewTime","Noun","Age","Gender","Education","ItemType","GramGender","Item","Sentence"
18,"female",21,1413.65,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
19,"N/A",32,448.5,"creme",1,5,1,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
20,"female",20,651.83,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
22,"female",25,1095.14,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
24,"female",22,1167.49,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
25,"male",24,677.83,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
26,"female",28,520.58,"creme",1,6,2,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
27,"female",31,981.42,"creme",1,7,1,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
31,"male",31,1266.73,"creme",1,4,1,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
32,"female",21,701.66,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
33,"female",31,855.51,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
34,"female",20,502.56,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
35,"female",31,792.85,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
37,"female",25,631.36,"creme",1,5,4,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
38,"female",29,496.41,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
39,"female",25,654.53,"creme",1,4,4,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
40,"female",20,810.88,"creme",1,7,1,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
41,"female",33,735.17,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
43,"male",24,852.1,"creme",1,4,2,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
47,"female",20,575.59,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
48,"male",52,598.34,"creme",3,7,3,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
49,"female",28,714.02,"creme",2,6,4,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
53,"female",20,434.3,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
55,"male",31,587.57,"creme",1,4,3,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
56,"female",21,648.32,"creme",1,7,2,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
57,"male",29,891.36,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
58,"male",19,481.45,"creme",1,4,1,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
59,"female",32,1233.38,"creme",1,5,4,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
60,"female",22,491.28,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
62,"female",20,1199.42,"creme",1,6,1,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
63,"female",25,830.89,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
64,"female",63,742.23,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
66,"female",22,654.75,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
67,"female",43,1016.14,"creme",1,7,2,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
68,"female",50,817.01,"creme",4,6,4,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
69,"female",19,447.26,"creme",1,1,2,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
72,"female",19,674.88,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
73,"male",56,905.11,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
74,"female",19,781.13,"creme",1,7,2,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
75,"male",48,710.52,"creme",2,6,2,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
76,"female",31,311.7,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
77,"male",26,1415.85,"creme",1,7,2,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
78,"female",25,842.81,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
79,"female",60,1166.06,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
81,"female",34,609.99,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
83,"female",66,874.4,"creme",1,4,3,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
85,"female",30,638.15,"creme",1,7,3,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
87,"female",25,996.21,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
88,"female",35,817.9,"creme",1,7,1,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
89,"male",28,660.86,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
90,"female",29,483.07,"creme",2,6,3,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
91,"female",60,709.91,"creme",1,6,4,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
93,"female",19,1052.62,"creme",2,7,2,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
94,"female",20,777.49,"creme",NA,NA,NA,"experimental","feminine","crème/ange","Ma petite crème a fait sa rentrée scolaire aujourd'hui."
7,"female",32,412.38,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
10,"female",24,724.59,"vautour",4,3,4,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
11,"female",21,839.88,"vautour",4,1,2,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
12,"female",22,518.82,"vautour",5,4,5,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
14,"male",27,1493.74,"vautour",7,1,4,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
17,"female",25,840.05,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
18,"female",21,1413.65,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
19,"N/A",32,448.5,"vautour",5,1,5,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
20,"female",20,651.83,"vautour",5,1,3,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
22,"female",25,1095.14,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
24,"female",22,1167.49,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
25,"male",24,677.83,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
26,"female",28,520.58,"vautour",5,3,6,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
27,"female",31,981.42,"vautour",5,1,5,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
31,"male",31,1266.73,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
32,"female",21,701.66,"vautour",5,4,4,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
33,"female",31,855.51,"vautour",5,1,4,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
34,"female",20,502.56,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
35,"female",31,792.85,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
37,"female",25,631.36,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
38,"female",29,496.41,"vautour",7,1,2,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
39,"female",25,654.53,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
40,"female",20,810.88,"vautour",6,1,5,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
41,"female",33,735.17,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
43,"male",24,852.1,"vautour",5,4,5,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
47,"female",20,575.59,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
48,"male",52,598.34,"vautour",4,1,3,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
49,"female",28,714.02,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
53,"female",20,434.3,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
55,"male",31,587.57,"vautour",5,2,1,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
56,"female",21,648.32,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
57,"male",29,891.36,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
58,"male",19,481.45,"vautour",4,2,4,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
59,"female",32,1233.38,"vautour",5,2,4,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
60,"female",22,491.28,"vautour",2,1,1,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
62,"female",20,1199.42,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
63,"female",25,830.89,"vautour",5,3,1,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
64,"female",63,742.23,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
66,"female",22,654.75,"vautour",6,1,2,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
67,"female",43,1016.14,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
68,"female",50,817.01,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
69,"female",19,447.26,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
72,"female",19,674.88,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
73,"male",56,905.11,"vautour",4,1,2,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
74,"female",19,781.13,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
75,"male",48,710.52,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
76,"female",31,311.7,"vautour",4,3,2,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
77,"male",26,1415.85,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
78,"female",25,842.81,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
79,"female",60,1166.06,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
81,"female",34,609.99,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
83,"female",66,874.4,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
85,"female",30,638.15,"vautour",3,2,3,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
87,"female",25,996.21,"vautour",5,1,6,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
88,"female",35,817.9,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
89,"male",28,660.86,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
90,"female",29,483.07,"vautour",3,1,2,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
91,"female",60,709.91,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
93,"female",19,1052.62,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
94,"female",20,777.49,"vautour",NA,NA,NA,"experimental","masculine","sangsue/vautour","Ce vautour m'a volé toutes mes économies."
7,"female",32,412.38,"sommite",5,3,7,"experimental","feminine","sommité/génie","Une sommité du domaine a reçu le prix."
10,"female",24,724.59,"sommite",NA,NA,NA,"experimental","feminine","sommité/génie","Une sommité du domaine a reçu le prix."
